patient_id,ho_ten,cccd,ngay_sinh,so_dien_thoai,email,dia_chi,benh,ket_qua_xet_nghiem,bac_si_phu_trach,ngay_kham
b489d070-7914-48a8-bea4-ff31517400f8,Tùng Bảo Mai,029294388326,1940,0939343916,jane19@example.com,"7 Dương Khu
JohnQuận, 255214",Huyết áp cao,4.77,Châu Văn Bùi,02/05/2026
7cea2045-c268-483e-a32f-2e63b7fddd71,Tú Xuân Dương,662462458239,1967,0757131533,hoangjane@example.org,"595 Vũ Hẻm
JanePhường, 561229",Tiểu đường,8.68,Chi Trần,20/04/2026
2b840c67-2e18-4554-8ae2-8e66ae8a7813,Thành Xuân Mai,718190273493,1968,0301984413,wnguyen@example.org,"2 Jane Số
JohnThành phố, 992253",Khỏe mạnh,4.11,Bác Tùng Trần,14/06/2026
627b41a1-ffd6-4232-b2ff-e2944d57d880,Quý cô Kim Vũ,250781873765,1984,0868498769,rduong@example.org,"904 Mai Số
JohnHuyện, 775127",Tim mạch,9.45,Lâm Trần,01/03/2026
945ef2e4-088a-43ec-b0d9-c9f8c9e26074,Hải Thế Hoàng,301543616849,1979,0585780433,janemai@example.net,"5 Dương Hẻm
JohnThị xã, 498325",Huyết áp cao,7.5,Quý ông Dũng Phạm,28/01/2026
dc322c97-39c1-4262-b76c-8edec1101266,Hà Trần,357604293642,1989,0807632591,lejohn@example.com,"34 John Hẻm
JohnPhường, 306508",Khỏe mạnh,4.25,Ông Dũng Vũ,04/05/2026
b379cb1e-e8cd-40cc-b6da-3ca0d2e82f38,Hải Nguyễn,631640481988,1954,0713903707,jane24@example.net,"0 John Tổ
Thị xã JohnHuyện, 632064",Tim mạch,7.22,Anh Trọng Bùi,21/03/2026
08601833-479d-4cda-b396-ea37f065c817,Hà Mai Bảo Hoàng,347158676697,1967,0896960294,jane17@example.com,"798 John Khu
Quận JohnPhường, 852227",Khỏe mạnh,10.6,An Lê,10/02/2026
dea45c19-d024-4d72-b748-967f961d33ba,Hải Dương,078535350125,1935,0510358545,qhoang@example.org,"4 Trần Làng
Quận JaneThành phố, 317822",Khỏe mạnh,10.85,Xuân Mai,13/04/2026
79eb4168-1045-46e5-bee3-eb791d181ee9,Dương Vũ,070826684110,1950,0775001297,john59@example.net,"18 Jane Ngõ
Thị xã JohnThị xã, 187436",Huyết áp cao,7.71,Ông Minh Lê,25/01/2026
95da75c1-a211-40f9-9fd3-4579466772ce,Lâm Hải Dương,815027370899,2004,0541520566,jane10@example.org,"9 Jane Khu
Thị xã JohnPhường, 564143",Tim mạch,10.74,Bác Nhiên Bùi,14/03/2026
ec48bf55-afd3-40c4-a713-582cf41ea3ac,Hà Hoàng Dương,997935650384,1948,0756305519,duongjane@example.com,"9 Nguyễn Khu
JaneThị xã, 761785",Tiểu đường,5.99,Thảo Hoàng,10/03/2026
36760ce5-81e5-49f6-93f2-77cc1a85910d,Thành Dương,546209424008,1983,0987230941,johntran@example.org,"4 Vũ Làng
JanePhường, 688528",Khỏe mạnh,5.67,Nhật Mai,14/01/2026
f8c88fae-a217-4f84-bdb0-25ff2451e5a4,Hải Hữu Nguyễn,426583114597,1964,0742125203,ebui@example.org,"270 Mai Dãy
JohnQuận, 168744",Tim mạch,8.39,Anh Bảo Vũ,23/02/2026
1d2324e6-8329-40b7-8143-f426372f871a,Quang Thế Vũ,732140793956,2001,0960592705,john01@example.com,"758 John Ngõ
Quận JaneXã, 420218",Khỏe mạnh,3.78,Cô Hạnh Hoàng,17/05/2026
d556b37d-8f08-41ee-8011-316b3ae88926,Khoa Bùi,151502258528,1994,0767842794,john25@example.org,"493 Jane Hẻm
Thị xã JohnQuận, 739760",Tiểu đường,4.7,Huy Đức Lê,17/02/2026
862268d1-6683-4107-96c0-44d06f887f28,Cô Xuân Bùi,303961174093,1981,0310650516,ovu@example.org,"7 Vũ Làng
JaneHuyện, 488802",Tim mạch,11.28,Lâm Dương,28/05/2026
2d5972c6-134a-4a2f-a7cf-705cc257cf73,Ngọc Nguyễn,527995266929,1996,0758070004,janemai@example.org,"5 Dương Khu
JaneThị xã, 105948",Huyết áp cao,11.03,Anh Nam Bùi,15/01/2026
daf481a7-fa34-42e8-9d3f-7d7ea508dc95,Bà Phương Hoàng,027242665853,2004,0780350220,phamjohn@example.org,"652 Vũ Đường
Quận JaneHuyện, 972993",Khỏe mạnh,4.28,Quý cô An Vũ,18/02/2026
707df251-fdb1-429e-b010-ed13b526b22d,Dũng Xuân Hoàng,960382129109,1988,0892410709,npham@example.net,"65 John Dãy
JohnThành phố, 354948",Huyết áp cao,8.09,Chị Thành Hoàng,26/01/2026
15b02530-f020-4992-b576-255e98549f22,Lâm Hữu Phạm,694478379560,1980,0761511985,wmai@example.com,"9 Nguyễn Số
JohnHuyện, 736176",Tiểu đường,7.34,Anh Bảo Trần,12/06/2026
09a9d1c1-86ca-46f4-a238-fe93bd17c5e8,An Bảo Lê,423627096081,1986,0556928345,johnduong@example.com,"054 Dương Khu
Thị xã JohnPhường, 177582",Tim mạch,8.81,Bảo Lê,02/03/2026
78116802-c8cc-4cfe-8f01-f944f7315749,Nhật Xuân Bùi,955702007299,1995,0878653027,ktran@example.org,"294 John Dãy
Huyện JaneXã, 656822",Khỏe mạnh,7.04,Cô Nhật Dương,29/05/2026
e7c225da-7306-4588-85d5-a68d290a3abb,Minh Xuân Bùi,691947906228,1996,0500168123,dpham@example.net,"155 Phạm Hẻm
JaneQuận, 583187",Tim mạch,9.2,Huy Văn Mai,28/05/2026
9d8776a0-72d7-4bdd-b817-99ffb49e04cc,Cô Yến Lê,313104409623,1938,0868781750,john34@example.com,"4 Hoàng Đường
Thành phố JaneThị xã, 515559",Huyết áp cao,10.36,Tùng Đức Bùi,16/02/2026
6de299a1-4a90-4d0c-a4c1-73b9b7f28572,Hải Hoàng,862591160058,1968,0735265226,edang@example.org,"0 Nguyễn Số
Huyện JaneHuyện, 702737",Tiểu đường,9.84,Ông Anh Bùi,08/03/2026
a0d572c8-a837-4e68-bba2-05ca3dba6da8,Hải Đức Mai,839979835847,1953,0817948835,jane90@example.net,"1 John Hẻm
Thị xã JohnThành phố, 904378",Khỏe mạnh,8.66,Hà Quang Trần,22/06/2026
4f612217-eef1-4694-90ca-e32d0aba590e,Bà Lâm Trần,458886934537,1940,0327002309,hoangjane@example.com,"72 Trần Hẻm
JaneXã, 919056",Huyết áp cao,10.02,Quang Dương,05/06/2026
14348f62-6cac-428c-ba22-006515260718,An Bùi,863791765452,1975,0566424073,john50@example.org,"694 Jane Đường
Quận JaneThị xã, 257805",Tiểu đường,10.83,Phương Hải Lê,11/05/2026
83599af6-5d01-455f-a7fd-64c4a334058a,Dương Hoàng,961066837511,1995,0346174005,ztran@example.net,"5 Phạm Tổ
Quận JohnQuận, 423466",Tiểu đường,6.86,An Lê,13/04/2026
a6499cdc-507b-4072-a5e5-8f345df06e8c,Cô Khoa Mai,099241805864,1939,0372033996,maijane@example.org,"9 John Tổ
Huyện JaneQuận, 790138",Huyết áp cao,9.96,Khoa Lê,10/05/2026
8ccc9cea-109f-48ee-b5a4-720058f0dd23,Khoa Bùi,617159518978,1959,0370243172,john10@example.com,"643 Jane Đường
Thị xã JohnThị xã, 126658",Tiểu đường,6.14,Quý cô Dương Mai,15/01/2026
a4704d48-5128-49b1-b8ed-e0ca20156a72,Yến Lê,629759309211,2005,0776384852,john00@example.org,"07 Bùi Làng
Thị xã JohnThành phố, 283602",Huyết áp cao,11.64,Tùng Đức Dương,18/02/2026
8d03f17a-f4d3-45c1-a293-19fa3240d7a1,Bác Phúc Phạm,759679367934,2008,0732882387,janenguyen@example.net,"317 Đặng Số
Quận JohnXã, 477338",Tiểu đường,10.21,Hải Lê,26/02/2026
7ba24588-4d56-4a3d-b4e7-069aa4540937,Bà Mai Mai,539304300780,1945,0383249885,ynguyen@example.com,"00 Bùi Số
Huyện JaneHuyện, 977170",Khỏe mạnh,8.97,Hà Thị Phạm,01/04/2026
3f779cae-7318-496d-8479-06121f5d988f,Quý cô Vi Vũ,261243065659,1987,0856478741,janebui@example.net,"167 Jane Tổ
Quận JohnQuận, 692004",Tiểu đường,9.13,Chị Thảo Lê,10/03/2026
7eb162f1-4806-4804-8cf0-374c0c74dc0f,Thảo Trần,990828484726,1950,0942071020,jane35@example.com,"700 Jane Tổ
JohnThị xã, 280795",Tim mạch,11.71,An Phú Nguyễn,24/01/2026
64d6dfbf-18c0-4e2b-b99f-070420f0156a,Cô Hải Hoàng,669101195473,1962,0513727392,nguyenjohn@example.org,"2 Trần Hẻm
Thị xã JohnHuyện, 523262",Tiểu đường,5.92,Hương Mai,09/04/2026
7d66971e-8847-4c56-827c-9f8cd40ac5e9,Hà Dương,139600168113,1985,0817958465,nguyenjohn@example.com,"5 John Tổ
Thị xã JohnPhường, 251352",Tiểu đường,6.21,Nhiên Mai,22/04/2026
30d73df7-1c22-4cea-b355-56a5f2bd92f2,Hà Lê,889974464029,1992,0345430763,john42@example.net,"6 John Ngõ
Huyện JohnThành phố, 540279",Tiểu đường,10.1,Thảo Lê,12/05/2026
ae455cc6-b88e-430f-9e1e-994ac5a11f5c,Anh Lê,296708575655,1961,0346254262,qduong@example.org,"Thị xã JaneThị xã
904 Dương Khu, 234425",Tim mạch,5.54,Quang Mai Bảo Phạm,26/02/2026
b6d1f6bb-f48f-409c-89a2-24410ac4de85,Hà Dương,999650400222,1970,0348930013,tranjane@example.net,"1 Dương Làng
Quận JohnQuận, 336508",Tim mạch,5.55,Quý cô Chi Dương,02/01/2026
edd97a1a-fa58-4b27-8ce3-e7c3f6eab3a0,Trung Hữu Trần,183618313537,2000,0993756395,xvu@example.net,"6 Hoàng Ngõ
Quận JaneQuận, 865492",Tim mạch,11.43,Cô Lan Bùi,20/06/2026
9165f2ed-4c63-4e95-825f-55430997623a,Ông Huy Trần,585885239710,1997,0778347954,john84@example.com,"7 Lê Tổ
JanePhường, 252275",Khỏe mạnh,6.62,Bảo Lê,10/06/2026
1634725b-53f3-4073-83e9-6ef46d7df5d0,Ông Trung Bùi,751820870494,1954,0501890510,fvu@example.org,"6 John Hẻm
Quận JohnQuận, 269748",Tim mạch,7.3,Cô Nhật Mai,01/04/2026
afa28559-67c9-4204-a8e3-33b64e8adc4b,Thành Mai Lê,089076425925,1985,0758112484,johnvu@example.net,"7 Đặng Làng
JaneQuận, 575207",Tiểu đường,8.64,Khoa Lê,25/06/2026
89628f6e-929c-43b3-b3c0-8bf18167999f,Bà An Lê,033742135114,1995,0823729316,hduong@example.org,"485 Lê Khu
JaneXã, 578482",Tim mạch,10.09,Quý cô Ánh Đặng,23/04/2026
58330b30-6c77-4e95-8b98-1ccd12b2102d,Hương Đặng,947077826483,1944,0901286680,rnguyen@example.com,"4 Jane Số
Quận JohnQuận, 579653",Huyết áp cao,10.25,Bà Hồng Nguyễn,15/04/2026
ba54e920-2099-4180-8762-3997649f7d88,Châu Văn Lê,843191755723,1976,0515658666,jane70@example.com,"4 Jane Khu
JaneXã, 186997",Khỏe mạnh,10.04,An Tấn Bùi,07/01/2026
b40a9181-ac09-4db7-9908-6e477249f62c,Tú Phạm,366846599335,1990,0335351152,cduong@example.org,"Thị xã JohnQuận
358 John Tổ, 665661",Huyết áp cao,4.88,Mai Đặng,12/01/2026
e134edfc-9777-4f10-b2d2-393f8e85140d,Vân Nguyễn,269395328894,1941,0973263521,dmai@example.net,"21 John Hẻm
JohnHuyện, 151288",Tim mạch,10.66,Nhật Hải Lê,17/02/2026
a58e83dd-548c-4d84-b40d-e04941476506,Chị Thành Trần,224290525472,1948,0845999742,john85@example.org,"68 Dương Dãy
JohnPhường, 414565",Tiểu đường,9.35,Quý ông Phúc Phạm,27/06/2026
b42a2d93-9aba-4f15-b214-90623e1a963e,Cô Linh Lê,146209306951,1979,0964262807,jane93@example.org,"8 Phạm Ngõ
Thị xã JohnQuận, 604293",Tiểu đường,5.77,Châu Trần,04/01/2026
95831d58-ef4c-4119-8da5-d39b42c21797,Cô Yến Lê,043221905450,1980,0555178305,jane60@example.org,"26 Hoàng Làng
Huyện JohnQuận, 389635",Tiểu đường,4.27,Khoa Văn Bùi,12/06/2026
d1682e09-f1f7-4904-9307-5157d8c128e7,Anh Dương,004112555259,1991,0977578222,ivu@example.com,"923 Lê Khu
JohnPhường, 222989",Khỏe mạnh,6.61,Phương Trần,21/05/2026
49646b96-fa3c-4628-8926-21df465568b7,Cô Linh Mai,031308182361,1959,0534732235,uhoang@example.net,"9 Phạm Dãy
JohnXã, 878999",Tim mạch,8.24,Cô Thành Vũ,19/01/2026
8d7dd772-608e-4f5c-a117-727067c0518b,Bảo Dương,376728206767,1946,0765544117,johnnguyen@example.com,"540 Vũ Ngõ
JaneXã, 276638",Tim mạch,4.88,Hạnh Mai Đặng,08/05/2026
d9b59f84-edc3-41c3-adea-2d2d086c405f,Phương Hữu Phạm,430899559294,1955,0539392635,john38@example.com,"38 John Tổ
Thị xã JaneThị xã, 159404",Tim mạch,11.72,Tùng Hoàng,30/05/2026
658e54a2-9879-4f35-b471-99869d264599,Phúc Phạm,432999086522,2002,0952493665,jane09@example.com,"4 Mai Tổ
JaneHuyện, 187129",Khỏe mạnh,9.37,Khoa Mai Bảo Mai,02/01/2026
5c238d8d-71da-45b9-8eea-9db8f165d779,Thành Trần,835872023082,1947,0710623828,jane49@example.org,"973 Vũ Ngõ
JaneXã, 644176",Khỏe mạnh,5.13,Quý ông Nhiên Mai,25/06/2026
926bffa5-3e24-4fbf-ba69-8cd2fe2390f3,Phúc Phạm,947449679097,1972,0569969893,vujane@example.com,"919 John Ngõ
Huyện JaneThị xã, 853180",Huyết áp cao,5.97,Quý cô Thành Trần,06/03/2026
cdd7f460-6140-47d3-9ec4-ea48d773f98d,Quý ông Bảo Bùi,059925667895,1954,0554077967,dnguyen@example.org,"7 Hoàng Đường
JanePhường, 126886",Huyết áp cao,3.95,Bác Tùng Mai,06/01/2026
f166cdcf-762c-4fbc-ba2a-a7baf3f81c31,Dũng Hoàng,061664997153,1944,0836759830,jane83@example.com,"514 Nguyễn Dãy
JanePhường, 460762",Huyết áp cao,7.05,Hạnh Vũ,17/05/2026
98049562-8972-4bbd-8ff2-b1c4e53f9644,Khoa Bùi,842397944603,1983,0385461329,hoangjohn@example.com,"70 Dương Khu
Quận JanePhường, 520815",Tim mạch,5.14,Khoa Hoàng,04/04/2026
eba900e1-6a7d-4d96-8ba1-72331ac3bf31,Lâm Phú Đặng,573781459677,1982,0729588430,john72@example.com,"15 Hoàng Làng
JaneThành phố, 857009",Huyết áp cao,7.56,Bà Xuân Đặng,18/04/2026
6d268b37-8f52-42d3-94bb-bcf828fea761,Nhật Lê,165426596017,1960,0561371080,lejane@example.net,"97 Jane Làng
JaneHuyện, 453371",Tim mạch,9.37,Chị Linh Vũ,30/03/2026
dcd5bfae-abb3-46a7-8329-97801d2c2721,Vân Vũ,701047721229,1988,0300555335,john83@example.org,"250 John Khu
JohnThị xã, 748513",Tim mạch,4.16,Bà Vân Bùi,26/04/2026
6c4c450b-623a-40fc-9326-7d25234b4562,Hạnh Phú Bùi,194407459204,1959,0816250788,jane05@example.net,"196 Lê Tổ
JaneQuận, 503953",Khỏe mạnh,4.62,Anh Hoàng,18/05/2026
2ad11fe8-7d1b-495e-b1a0-449dd703262f,Hương Lê,586366043563,1965,0583676978,jane16@example.com,"9 Jane Làng
JohnQuận, 674606",Khỏe mạnh,3.77,Hải Hoàng Hoàng,27/02/2026
7321a8b2-0840-405a-bfd2-f491dff389aa,Huy Xuân Đặng,448107651562,1995,0969047144,jane65@example.com,"733 John Dãy
Quận JohnHuyện, 355517",Tiểu đường,11.82,Bà Lâm Đặng,02/02/2026
4aea1b8f-b43c-4e0a-ba9f-c10e52daf681,Cô Mai Đặng,966195817099,2005,0781476494,john90@example.org,"JaneThị xã
28 Hoàng Số, 883068",Tiểu đường,7.29,Trung Mai Hoàng,20/03/2026
b1d81887-4739-4c7b-bff3-0c8d83ff3e96,Hoàng Tấn Trần,294135140752,1935,0910877502,john69@example.org,"65 Phạm Tổ
JohnPhường, 241025",Huyết áp cao,7.02,Cô Nhật Vũ,20/01/2026
75a72686-d632-4d31-88ac-ffcfa04d4d14,Linh Nguyễn,431664988120,1995,0989510761,hmai@example.com,"9 John Dãy
JohnXã, 338891",Huyết áp cao,10.72,Chị Duyên Đặng,21/05/2026
6de21429-3bf0-49c1-8156-e501b30e96e8,Trung Mai Hoàng,288297616613,1935,0307180634,jane39@example.com,"49 Jane Dãy
JaneThành phố, 279664",Tiểu đường,5.78,Quý cô Thành Phạm,13/03/2026
61fa01ba-231a-47c7-8c9b-ff5ce1887eaf,Quang Quang Bùi,890877474524,1936,0781017832,fdang@example.com,"0 Dương Hẻm
Huyện JohnPhường, 389501",Huyết áp cao,8.19,Nhật Đức Hoàng,06/05/2026
99db1302-8dab-46d3-bf87-dfc2159152f2,Trọng Phạm,166555513509,1963,0364887059,janebui@example.org,"9 Bùi Hẻm
JohnPhường, 574073",Huyết áp cao,3.64,Bác Hoàng Vũ,30/05/2026
1149d096-965d-444f-8445-c1a812af97e4,Cô Vân Vũ,300077190480,1940,0809184555,janevu@example.com,"39 Lê Tổ
Thành phố JaneXã, 225497",Huyết áp cao,4.69,Hạnh Trần,04/05/2026
ae59aa52-a65b-422b-95a3-86d9c362a810,Khoa Bùi,307308754007,1967,0890132576,knguyen@example.org,"1 Lê Làng
Quận JohnThành phố, 780952",Khỏe mạnh,9.1,Phương Hữu Nguyễn,25/01/2026
44cdbfdd-df9b-441e-87f7-bda1bff15840,Thành Tấn Phạm,625263211283,1993,0806088241,wvu@example.net,"11 Hoàng Số
JanePhường, 597452",Tim mạch,10.43,Lâm Vũ,14/02/2026
0b461173-00a8-4473-8242-5912bda3c162,Cô Vi Dương,254985440234,1999,0774680844,itran@example.org,"145 Jane Khu
JohnQuận, 373159",Tiểu đường,7.75,Quý ông Tùng Hoàng,06/06/2026
f43e8c48-0bc1-49e5-bb3d-f0638409c5ea,Ông Anh Bùi,395338198049,1977,0331372706,snguyen@example.org,"15 Trần Khu
Thành phố JohnPhường, 491272",Huyết áp cao,9.89,Minh Hoàng,05/01/2026
a2cd1590-58af-493c-8aa2-b4c93ba5bd76,Hà Dương,272826767444,1986,0509450888,john55@example.net,"0 Jane Số
JohnXã, 690730",Khỏe mạnh,11.74,Lâm Đức Nguyễn,21/04/2026
f6d70248-a995-4cc3-af5b-09a60ff1c51f,Bà Khoa Bùi,999888823430,1978,0924074542,jane67@example.net,"397 John Tổ
Quận JaneXã, 285522",Khỏe mạnh,9.55,Hải Mai Bảo Hoàng,30/05/2026
769de1e3-4eed-4124-b3b0-d6763527a5c8,Cô Thảo Nguyễn,935725084164,1956,0577933587,wvu@example.com,"2 Nguyễn Đường
Huyện JaneThành phố, 466009",Tiểu đường,3.72,Nhật Bùi,06/06/2026
030f9be9-1f17-4f93-a3c9-7a1ecb371d97,Xuân Dương,941991042143,1953,0794254993,lejohn@example.net,"739 Jane Dãy
JaneThành phố, 801188",Tim mạch,5.78,Thành Đức Lê,10/01/2026
6ee35607-92ea-4324-ac93-e5962b015723,Hoàng Bùi,463907135443,1993,0324344077,jane50@example.net,"523 Phạm Số
Huyện JohnThị xã, 950297",Khỏe mạnh,6.32,Cô Thành Nguyễn,23/03/2026
cc152a1b-e278-4642-a484-e035330faaa3,Xuân Mai,901822359607,2000,0930587391,uvu@example.com,"1 Mai Số
Huyện JaneQuận, 569661",Tim mạch,6.7,Ánh Trần,21/02/2026
ead18464-ca8e-458c-90f8-1063889fe107,Linh Nguyễn,869301042828,1988,0799116969,john20@example.net,"6 Bùi Số
Thị xã JohnThị xã, 209385",Huyết áp cao,9.58,Tú Mai,15/02/2026
86c5547c-051a-4039-b803-dcee9a069295,Nhật Trần,921154033668,1962,0566460872,xnguyen@example.org,"6 Dương Khu
Thành phố JohnThành phố, 422038",Tiểu đường,8.29,Hoàng Trần,31/01/2026
